time,step-size,{uavCont}.controller.pitchOut,{uavCont}.controller.rollOut,{uavCont}.controller.throttleOut,{uavCont}.controller.yawOut,{uavCont}.controller2.pitchOut,{uavCont}.controller2.rollOut,{uavCont}.controller2.throttleOut,{uavCont}.controller2.yawOut,{uavCont}.controller3.pitchOut,{uavCont}.controller3.rollOut,{uavCont}.controller3.throttleOut,{uavCont}.controller3.yawOut,{uavGlobalCont}.global.uav1TargetX,{uavGlobalCont}.global.uav1TargetY,{uavGlobalCont}.global.uav1TargetZ,{uavGlobalCont}.global.uav2TargetX,{uavGlobalCont}.global.uav2TargetY,{uavGlobalCont}.global.uav2TargetZ,{uavGlobalCont}.global.uav3TargetX,{uavGlobalCont}.global.uav3TargetY,{uavGlobalCont}.global.uav3TargetZ,{uav}.uav.batteryCharge,{uav}.uav.currentYaw,{uav}.uav.velX,{uav}.uav.velY,{uav}.uav.velZ,{uav}.uav2.batteryCharge,{uav}.uav2.currentYaw,{uav}.uav2.velX,{uav}.uav2.velY,{uav}.uav2.velZ,{uav}.uav3.batteryCharge,{uav}.uav3.currentYaw,{uav}.uav3.velX,{uav}.uav3.velY,{uav}.uav3.velZ
0.9999999999999999,0.1,-0.35,0.35,7.799061969603869,0.0,0.0,0.0,0.760328507290981,0.0,0.0,0.0,0.760328507290981,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6454.419112164768,0.0,5.142528595475819,5.142528595475819,7.55718567645102,6480.714660065969,0.0,0.0,0.0,0.7400762294536493,6480.714660065969,0.0,0.0,0.0,0.7400762294536493
1.0999999999999999,0.1,-0.35,0.35,8.221407161774486,0.0,0.0,0.0,-0.37003811472682463,0.0,0.0,0.0,-0.37003811472682463,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6451.076961434765,0.0,5.789903883880563,5.789903883880563,8.44182697518641,6479.049744294425,0.0,0.0,0.0,1.6385044111862437,6479.049744294425,0.0,0.0,0.0,1.6385044111862437
1.2,0.1,-0.35,0.35,8.379086512406793,0.0,0.0,0.0,-0.8192522055931218,0.0,0.0,0.0,-0.8192522055931218,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6447.734381707124,0.0,6.40112316169373,6.40112316169373,9.254129435702803,6479.049744294425,0.0,0.0,0.0,0.6504103335066589,6479.049744294425,0.0,0.0,0.0,0.6504103335066589
1.3,0.1,-0.35,0.35,8.8729352821486,0.0,0.0,0.0,-0.32520516675332944,0.0,0.0,0.0,-0.32520516675332944,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6444.39160919419,0.0,6.974481665850943,6.974481665850943,9.994088400629703,6479.049744294425,0.0,0.0,0.0,-0.3309934358580506,6479.049744294425,0.0,0.0,0.0,-0.3309934358580506
1.4000000000000001,0.1,-0.35,0.35,9.10295579968515,0.0,0.0,0.0,0.3309934358580506,0.0,0.0,0.0,0.3309934358580506,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6441.048750009156,0.0,7.509150946928236,7.509150946928236,10.663200068331824,6479.049744294425,0.0,0.0,0.0,-1.308234937603291,6479.049744294425,0.0,0.0,0.0,-1.308234937603291
1.5000000000000002,0.1,-0.35,0.35,9.668399965834091,0.0,0.0,0.0,1.308234937603291,0.0,0.0,0.0,1.308234937603291,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6437.705851850691,0.0,8.005031685571245,8.005031685571245,11.264193186437,6478.32495732885,0.0,0.0,0.0,-1.4582519346535683,6478.32495732885,0.0,0.0,0.0,-1.4582519346535683
1.6000000000000003,0.1,-0.35,0.35,9.967903406781506,0.0,0.0,0.0,1.4582519346535683,0.0,0.0,0.0,1.4582519346535683,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6434.362936165702,0.0,8.462632015813481,8.462632015813481,11.800728401029879,6481.13522518599,0.0,0.0,0.0,0.04583764143169147,6481.13522518599,0.0,0.0,0.0,0.04583764143169147
1.7000000000000004,0.1,-0.35,0.35,10.599635799485068,0.0,0.0,0.0,-0.022918820715845736,0.0,0.0,0.0,-0.022918820715845736,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6431.020012598653,0.0,8.882956780814103,8.882956780814103,12.277106311378446,6483.945493043129,0.0,0.0,0.0,1.5424468170102184,6483.945493043129,0.0,0.0,0.0,1.5424468170102184
1.8000000000000005,0.1,-0.35,0.35,10.961446844310785,0.0,0.0,0.0,-0.7712234085051092,0.0,0.0,0.0,-0.7712234085051092,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6427.6770854868055,0.0,9.267404016006703,9.267404016006703,12.698006889378707,6483.945493043129,0.0,0.0,0.0,0.55536122558441,6483.945493043129,0.0,0.0,0.0,0.55536122558441
1.9000000000000006,0.1,-0.35,0.35,11.650996555310657,0.0,0.0,0.0,-0.277680612792205,0.0,0.0,0.0,-0.277680612792205,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6424.334156780744,0.0,9.617669055986823,9.617669055986823,13.068270985762696,6483.945493043129,0.0,0.0,0.0,-0.4257975904607615,6483.945493043129,0.0,0.0,0.0,-0.4257975904607615
2.0000000000000004,0.1,-0.35,0.35,12.065864507118665,0.0,0.0,0.0,0.4257975904607615,0.0,0.0,0.0,0.4257975904607615,0.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6420.9912273577065,0.0,9.935657749624783,9.935657749624783,13.392726841419355,6483.945493043129,0.0,0.0,0.0,-1.4022201740900528,6483.945493043129,0.0,0.0,0.0,-1.4022201740900528
2.1000000000000005,0.1,-0.35,0.35,12.803636579290337,0.0,0.0,0.0,1.4022201740900528,0.0,0.0,0.0,1.4022201740900528,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6417.31400462786,0.0,10.250603241579515,10.250603241579515,13.702304870352858,6482.919872105931,0.0,0.0,0.0,-1.308767276374253,6482.919872105931,0.0,0.0,0.0,-1.308767276374253
2.2000000000000006,0.1,-0.35,0.35,13.248847564823587,0.0,-0.35,0.35,5.988767276374253,0.0,0.0,0.0,1.308767276374253,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6413.971074728257,0.0,10.507532419291685,10.507532419291685,13.945530955608177,6480.7301399630705,0.0,0.0,0.0,1.129151075463909,6480.7301399630705,0.0,0.0,0.0,1.129151075463909
2.3000000000000007,0.1,-0.35,0.35,14.02723452219593,0.0,-0.35,0.35,4.835424462268046,0.0,0.0,0.0,-0.5645755377319545,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6410.628144768441,0.0,10.738669494367093,10.738669494367093,14.156636395256177,6483.10431302418,0.0,0.2656275374529731,0.2656275374529731,2.5744728720441876,6483.54040782021,0.0,0.0,0.0,2.6114059817387805
2.400000000000001,0.1,-0.35,0.35,14.52168180237193,0.0,-0.35,0.35,4.592763563977907,0.0,0.0,0.0,-1.3057029908693902,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6407.285214781548,0.0,10.946105103078319,10.946105103078319,14.339412841676284,6480.023504187279,0.0,0.8409774349545937,0.8409774349545937,3.878061108662957,6483.54040782021,0.0,0.0,0.0,1.607457232942522
2.500000000000001,0.1,-0.35,0.35,15.330293579161879,0.0,-0.35,0.35,4.660969445668522,0.0,0.0,0.0,-0.803728616471261,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6403.942284782477,0.0,11.131865180894838,11.131865180894838,14.497308384606328,6476.785614940108,0.0,1.537182006349048,1.537182006349048,5.0586389983301885,6483.54040782021,0.0,0.0,0.0,0.6198642587047949
2.600000000000001,0.1,-0.35,0.35,15.851345807696859,0.0,-0.35,0.35,4.550680500834907,0.0,0.0,0.0,-0.30993212935239745,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6400.599354777929,0.0,11.297887015065724,11.297887015065724,14.633429672664336,6473.4872351185,0.0,2.275728098426558,2.275728098426558,6.142970536173614,6483.54040782021,0.0,0.0,0.0,-0.36145872128159034
2.700000000000001,0.1,-0.35,0.35,16.683285163667858,0.0,-0.35,0.35,4.728514731913195,0.0,0.0,0.0,0.36145872128159034,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6397.256424770919,0.0,11.446002662976786,11.446002662976786,14.75055408872258,6470.163789209777,0.0,3.0205688330097367,3.0205688330097367,7.144561476587776,6483.54040782021,0.0,0.0,0.0,-1.3384467468611514
2.800000000000001,0.1,-0.35,0.35,17.224722955638736,0.0,-0.35,0.35,4.707719261706114,0.0,0.0,0.0,1.3384467468611514,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6393.9134947628,0.0,11.57792850805279,11.57792850805279,14.851148536412241,6466.829509660788,0.0,3.7532737577361384,3.7532737577361384,8.068585180512256,6482.7489100399,0.0,0.0,0.0,-1.4128892625368683
2.9000000000000012,0.1,-0.35,0.35,18.07442573179391,0.0,-0.35,0.35,4.965707409743875,0.0,0.0,0.0,1.4128892625368683,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6390.570564754182,0.0,11.695259793657787,11.695259793657787,14.937392169940212,6463.490447316519,0.0,4.4633666093271795,4.4633666093271795,8.91692618707567,6480.559177897039,0.0,0.0,0.0,0.09102668675814429
3.0000000000000013,0.1,-0.35,0.35,18.631303915029925,0.0,-0.35,0.35,5.021536906462169,0.0,0.0,0.0,-0.045513343379072146,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6387.227634745341,0.0,11.799469085122745,11.799469085122745,15.011201068152314,6460.149252127839,0.0,5.144338227262772,5.144338227262772,9.690854664875907,6478.369445754179,0.0,0.0,0.0,1.5871637705840858
3.1000000000000014,0.1,-0.35,0.35,19.494399465923877,0.0,-0.35,0.35,5.354572667562049,0.0,0.0,0.0,-0.7935818852920429,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6383.884704736398,0.0,11.891907740460724,11.891907740460724,15.074253406554424,6456.807101397835,0.0,5.791924897727221,5.791924897727221,10.392163127905704,6478.369445754179,0.0,0.0,0.0,0.5995967268898721
3.2000000000000015,0.1,-0.35,0.35,20.06287329672282,0.0,-0.35,0.35,5.483918436047151,0.0,0.0,0.0,-0.29979836344493604,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6380.54177472741,0.0,11.9738096067428,11.9738096067428,15.128014122369636,6453.464521670195,0.0,6.403331508037374,6.403331508037374,11.023509961501064,6478.369445754179,0.0,0.0,0.0,-0.3816737765258887
3.3000000000000016,0.1,-0.35,0.35,20.935992938815218,0.0,-0.35,0.35,5.8882450192494735,0.0,0.0,0.0,0.3816737765258887,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6377.198844718401,0.0,12.046296291478358,12.046296291478358,15.173758409773441,6450.121749157261,0.0,6.976853169066316,6.976853169066316,11.588393479952883,6478.369445754179,0.0,0.0,0.0,-1.3584885473565964
3.4000000000000017,0.1,-0.35,0.35,21.513120795113316,0.0,-0.35,0.35,6.085803260023565,0.0,0.0,0.0,1.3584885473565964,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6373.855914709383,0.0,12.110383480464042,12.110383480464042,15.21259364036535,6446.778889972226,0.0,7.511661993785091,7.511661993785091,12.090974427922545,6477.533682417634,0.0,0.0,0.0,-1.3829648825089003
3.5000000000000018,0.1,-0.35,0.35,22.393703179817365,0.0,-0.35,0.35,6.554512786038733,0.0,0.0,0.0,1.3829648825089003,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6370.512984700362,0.0,12.166987882108709,12.166987882108709,15.245479493171198,6443.435991813762,0.0,8.007659765788985,8.007659765788985,12.535855000304803,6475.343950274773,0.0,0.0,0.0,0.12013926857619511
3.600000000000002,0.1,-0.35,0.35,22.977260253414443,0.0,-0.35,0.35,6.812072499847604,0.0,0.0,0.0,-0.060069634288097556,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6367.170054691341,0.0,12.216934471930504,12.216934471930504,15.27324621329901,6440.093076128773,0.0,8.46535612438323,8.46535612438323,12.927866038681929,6473.154218131913,0.0,0.0,0.0,1.6151497614539931
3.700000000000002,0.1,-0.35,0.35,23.863376893350537,0.0,-0.35,0.35,7.3360669806590435,0.0,0.0,0.0,-0.8075748807269966,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6363.82712468232,0.0,12.260963789851152,12.260963789851152,15.296611011179499,6436.750152561724,0.0,8.885757692771396,8.885757692771396,13.271884981653654,6473.154218131913,0.0,0.0,0.0,0.6272714648650913
3.800000000000002,0.1,-0.34780724202976954,0.34780724202976954,24.451694494410294,0.0,-0.35,0.35,7.644057509173181,0.0,0.0,0.0,-0.31363573243254567,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6360.484194673299,0.0,12.299739108024841,12.299739108024841,15.316192675409212,6433.407225449876,0.0,9.270264447586813,9.270264447586813,13.572692021766686,6473.154218131913,0.0,0.0,0.0,-0.35407089833639926
3.900000000000002,0.1,-0.34005217839503166,0.34005217839503166,25.341903662295437,0.0,-0.35,0.35,8.213653989116665,0.0,0.0,0.0,0.35407089833639926,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6357.142586271238,0.0,12.332625072057008,12.332625072057008,15.333546856976962,6430.064296743814,0.0,9.620573728907896,9.620573728907896,13.834864143771435,6473.154218131913,0.0,0.0,0.0,-1.3311212343466825
4.000000000000002,0.1,-0.33347498558859856,0.33347498558859856,25.93322657151156,0.0,-0.31588525421842095,0.31588525421842095,8.56256792811429,0.0,0.0,0.0,1.3311212343466825,0.0,10.0,10.0,4.0,8.0,8.0,3.7,0.0,0.0,0.0,6353.807340145654,0.0,12.35568949217769,12.35568949217769,15.352769067553648,6426.721367320777,0.0,9.938593376688948,9.938593376688948,14.062702957467504,6472.378897704975,0.0,0.0,0.0,-1.4243101288590934
4.100000000000001,0.1,-0.32886210156446216,0.32886210156446216,26.823615466223224,0.0,-0.25228132466221065,0.25228132466221065,9.168648521266258,0.0,0.0,0.0,1.4243101288590934,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6350.482829828646,0.0,12.366272744005014,12.366272744005014,15.376566368755002,6423.399599658921,0.0,10.206820063222098,10.206820063222098,14.27598370833952,6480.189165562115,0.0,0.0,0.0,0.07852814019586901
4.200000000000001,0.1,-0.3267454511989971,0.3267454511989971,27.41171681562255,0.0,-0.1986359873555803,0.1986359873555803,9.54200814583025,0.0,-0.35,0.35,4.220735929902065,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6347.169413856401,0.0,12.365683607816912,12.365683607816912,15.404223927992799,6420.14972645629,0.0,10.38686467704124,10.38686467704124,14.505931088616284,6477.999433419254,0.0,0.0,0.0,1.5747349875195145
4.300000000000001,0.1,-0.32686327843661767,0.32686327843661767,28.29788803600365,0.0,-0.16262706459175202,0.16262706459175202,10.147034455691866,0.0,-0.35,0.35,4.012632506240243,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6343.864764252163,0.0,12.357397106505275,12.357397106505275,15.433348068421127,6417.017587306392,0.0,10.456435944267145,10.456435944267145,14.761856585793133,6475.373606480363,0.0,0.26556055960526004,0.26556055960526004,3.010327670107634
4.4,0.1,-0.32852057869894535,0.32852057869894535,28.88332596578949,0.0,-0.14871281114657098,0.14871281114657098,10.499071707103443,0.0,-0.35,0.35,3.6548361649461834,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6340.565099142192,0.0,12.345646604885454,12.345646604885454,15.46109061267072,6414.015418290798,0.0,10.425267238880858,10.425267238880858,15.029362417524705,6472.292797643463,0.0,0.8406624029529373,0.8406624029529373,4.298147308816677
4.5,0.1,-0.33087067902290945,0.33087067902290945,29.769454693664684,0.0,-0.1549465522238287,0.1549465522238287,11.08531879123766,0.0,-0.35,0.35,3.5509263455916606,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6337.266525046859,0.0,12.334193674596634,12.334193674596634,15.485070602365264,6411.11881391361,0.0,10.325685038406588,10.325685038406588,15.288429295517597,6469.0549083962915,0.0,1.5364970784368785,1.5364970784368783,5.458327165516047
4.6,0.1,-0.33316126508067345,0.33316126508067345,30.357464698817406,0.0,-0.1748629923186824,0.1748629923186824,11.435785352241215,0.0,-0.35,0.35,3.330836417241976,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6333.966036865993,0.0,12.325574882824975,12.325574882824975,15.503868603487266,6408.276939191125,0.0,10.200246820910918,10.200246820910918,15.522938308811394,6465.756528574684,0.0,2.274655453607046,2.274655453607046,6.518973564123172
4.699999999999999,0.1,-0.3348850234350049,0.3348850234350049,31.248065698256397,0.0,-0.19995063581781647,0.19995063581781647,12.038530845594314,0.0,-0.35,0.35,3.3405132179384136,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6330.661990578415,0.0,12.320869746250477,12.320869746250477,15.517143773941246,6405.433722139437,0.0,10.088068942498156,10.088068942498156,15.722861048982661,6462.433082665961,0.0,3.0191127318507975,3.0191127318507975,7.494594768056927
4.799999999999999,0.1,-0.3358260507499047,0.3358260507499047,31.8414281130294,0.0,-0.22238621150036897,0.22238621150036897,12.418569475508681,0.0,-0.35,0.35,3.2127026159715375,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6327.354075868597,0.0,12.319894102942717,12.319894102942717,15.52546503878109,6402.547399069113,0.0,10.014968313564665,10.014968313564665,15.883265895197761,6459.098803116972,0.0,3.751450736184199,3.751450736184199,8.39128501292903
4.899999999999999,0.1,-0.3360211794114565,0.3360211794114565,32.73726748060947,0.0,-0.23700633728706721,0.23700633728706721,13.058367052401131,0.0,-0.35,0.35,3.304357493535486,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6324.042962692303,0.0,12.321638882973808,12.321638882973808,15.529973936499768,6399.599869431294,0.0,9.989714137868924,9.989714137868924,16.00390818918136,6455.759740772703,0.0,4.4612006242068,4.4612006242068,9.211752975956841
4.999999999999998,0.1,-0.3356722234052385,0.3356722234052385,33.33501303175012,0.0,-0.24205717242621527,0.24205717242621527,13.478045905409328,0.0,-0.35,0.35,3.2541235120215806,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6320.729827049661,0.0,12.324767988451239,12.324767988451239,15.532002528441236,6396.594865700238,0.0,10.00615849955476,10.00615849955476,16.08951440060906,6452.4185455840225,0.0,5.141857845796979,5.141857845796979,9.957977654200844
5.099999999999998,0.1,-0.33504640230975236,0.33504640230975236,34.23399873577938,0.0,-0.23876830008904815,0.23876830008904815,14.155242799695474,0.0,-0.35,0.35,3.42101117289958,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6317.415914626243,0.0,12.328035772419623,12.328035772419623,15.532750618090192,6393.549724618376,0.0,10.049028924201407,10.049028924201407,16.14900726793453,6449.076394854019,0.0,5.789161398762485,5.789161398762485,10.632332396468408
5.1999999999999975,0.1,-0.3343928455160756,0.3343928455160756,34.8336246909549,0.0,-0.23019421515971894,0.23019421515971894,14.605496366032735,0.0,-0.35,0.35,3.4438338017657975,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6314.102230294398,0.0,12.330551147779271,12.330551147779271,15.533084983606946,6390.486469492851,0.0,10.10048528030228,10.10048528030228,16.19301100398203,6445.733815126378,0.0,6.400317445024092,6.400317445024092,11.237925061249042
5.299999999999997,0.1,-0.3338897704441459,0.3338897704441459,35.733457508196516,0.0,-0.21990294393954413,0.21990294393954413,15.30349449800898,0.0,-0.35,0.35,3.6810374693754797,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6310.7893808546805,0.0,12.331875860717252,12.331875860717252,15.533474410623718,6387.425242967309,0.0,10.145317090085083,10.145317090085083,16.230783062756675,6442.391042613444,0.0,6.973621220755771,6.973621220755771,11.778577641740073
5.399999999999997,0.1,-0.33362482785654946,0.33362482785654946,36.333262794688125,0.0,-0.21093658198298337,0.21093658198298337,15.764608468621654,0.0,-0.2852757558488459,0.2852757558488459,3.7707111791299637,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6307.477557090125,0.0,12.331986596774431,12.331986596774431,15.534035161849177,6384.3804099057415,0.0,10.173950718285253,10.173950718285253,16.26815263485697,6439.04818342841,0.0,7.508244039133143,7.508244039133143,12.258661093708003
5.4999999999999964,0.1,-0.333602680645114,0.333602680645114,37.232982419075384,0.0,-0.20520985634294941,0.20520985634294941,16.4659236825715,0.0,-0.17835119217337136,0.17835119217337136,4.070669453145998,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6304.166616825399,0.0,12.331152061661552,12.331152061661552,15.53464152112739,6381.358795078161,0.0,10.183306713484988,10.183306713484988,16.30714420800485,6435.746521326331,0.0,7.9663145570225735,7.9663145570225735,12.712588153255288
5.599999999999996,0.1,-0.3337695876676898,0.3337695876676898,37.832679239436274,0.0,-0.20333865730300227,0.20333865730300227,16.92642789599756,0.0,-0.08673708859548546,0.08673708859548546,4.203705923372355,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6300.8562202249395,0.0,12.329779699323586,12.329779699323586,15.535054718168508,6378.359789539537,0.0,10.175916912263235,10.175916912263235,16.34690303661826,6432.583413378508,0.0,8.27493102955095,8.27493102955095,13.187542754619022
5.699999999999996,0.1,-0.334044060135283,0.334044060135283,38.7324726409157,0.0,-0.20481661754735336,0.20481661754735336,17.626548481690847,0.0,-0.02501379408980986,0.02501379408980986,4.506228622690487,0.0,10.0,10.0,4.0,8.0,8.0,3.7,6.0,6.0,3.4,6297.545970512319,0.0,12.328277084401524,12.328277084401524,15.535034451638264,6375.377143941331,0.0,10.157900445708146,10.157900445708146,16.385104109540517,6429.655752284918,0.0,8.388792961099956,8.388792961099956,13.685835085282498
